"","sheet","state","emptot_feb92","emptot_nov92","chain","pct_fte","wage_st","hrsopen"
"797",414,"New Jersey",23,21.5,"bk",0,4.25,16
"798",414,"New Jersey",23,21.5,"bk",60.4651162790698,5.05,16
"799",415,"New Jersey",29,23,"bk",27.5862068965517,4.25,16
"800",415,"New Jersey",29,23,"bk",0,5.05,16
"801",417,"New Jersey",21,25.5,"bk",19.047619047619,4.25,16
"802",417,"New Jersey",21,25.5,"bk",50.9803921568627,5.05,16
"803",418,"New Jersey",41.5,21.5,"bk",72.289156626506,4.25,15
"804",418,"New Jersey",41.5,21.5,"bk",0,5.05,16
"805",419,"New Jersey",12,9.5,"kfc",25,4.25,11
"806",419,"New Jersey",12,9.5,"kfc",52.6315789473684,5.05,11
"807",421,"New Jersey",33,36.5,"kfc",60.6060606060606,4.62,13
"808",421,"New Jersey",33,36.5,"kfc",68.4931506849315,5.05,13
"809",422,"New Jersey",6.5,16,"kfc",0,4.75,11
"810",422,"New Jersey",6.5,16,"kfc",31.25,5.05,11
"811",423,"New Jersey",9,23.75,"kfc",22.2222222222222,4.95,12
"812",423,"New Jersey",9,23.75,"kfc",80,5.25,11
"813",424,"New Jersey",9.75,17.5,"kfc",35.8974358974359,4.75,11
"814",424,"New Jersey",9.75,17.5,"kfc",68.5714285714286,5.25,14
"815",426,"New Jersey",24.5,20.5,"roys",12.2448979591837,4.25,19
"816",426,"New Jersey",24.5,20.5,"roys",24.390243902439,5.05,18
"817",427,"New Jersey",14,20.5,"wendys",50,4.75,12.5
"818",427,"New Jersey",14,20.5,"wendys",0,5.05,12.5
"819",428,"New Jersey",19.5,25,"wendys",0,4.62,12.5
"820",428,"New Jersey",19.5,25,"wendys",40,5.14,12.5
